StockA_Price,StockA_Ask,StockA_Bid,StockB_Price,StockB_Ask,StockB_Bid,StockC_Price,StockC_Ask,StockC_Bid,StockD_Price,StockD_Ask,StockD_Bid,StockE_Price,StockE_Ask,StockE_Bid
201.53813087194723,202.53813087194723,200.53813087194723,186.57462515414636,189.57462515414636,183.57462515414636,117.37537301943678,118.37537301943678,116.37537301943678,176.3299781499343,177.3299781499343,175.3299781499343,217.76183704509216,220.76183704509216,214.76183704509216
202.49852330209518,203.49852330209518,201.49852330209518,188.66004709414753,189.66004709414753,187.66004709414753,114.1433453990309,116.1433453990309,112.1433453990309,179.21271470138936,180.21271470138936,178.21271470138936,217.05698020206313,219.05698020206313,215.05698020206313
203.3637037732838,205.3637037732838,201.3637037732838,188.1121059237774,191.1121059237774,185.1121059237774,119.7066356432684,122.7066356432684,116.7066356432684,178.38648089364543,181.38648089364543,175.38648089364543,215.45713390267036,217.45713390267036,213.45713390267036
201.81730657831716,203.81730657831716,199.81730657831716,187.2027069183027,188.2027069183027,186.2027069183027,110.11435822003158,112.11435822003158,108.11435822003158,174.05259520226502,176.05259520226502,172.05259520226502,212.77226392227192,213.77226392227192,211.77226392227192
200.6936301573073,201.6936301573073,199.6936301573073,189.98859949661792,191.98859949661792,187.98859949661792,120.20872562348482,121.20872562348482,119.20872562348482,171.83621125082925,172.83621125082925,170.83621125082925,216.68629200478367,217.68629200478367,215.68629200478367
201.48365048239145,203.48365048239145,199.48365048239145,194.22876360272997,196.22876360272997,192.22876360272997,114.99598054338131,117.99598054338131,111.99598054338131,170.2465103371293,173.2465103371293,167.2465103371293,221.5352073201551,224.5352073201551,218.5352073201551
201.57427335922026,202.57427335922026,200.57427335922026,196.1669554999724,199.1669554999724,193.1669554999724,115.71768904866721,117.71768904866721,113.71768904866721,170.79445030923844,173.79445030923844,167.79445030923844,222.3563735147884,225.3563735147884,219.3563735147884
203.03976338429956,204.03976338429956,202.03976338429956,195.7493567953572,197.7493567953572,193.7493567953572,117.6974019879799,120.6974019879799,114.6974019879799,173.70450091578022,176.70450091578022,170.70450091578022,224.14926324653013,226.14926324653013,222.14926324653013
205.23736740077382,207.23736740077382,203.23736740077382,196.43463065550594,197.43463065550594,195.43463065550594,118.51767687617112,120.51767687617112,116.51767687617112,175.82444239136467,176.82444239136467,174.82444239136467,223.52596730689197,224.52596730689197,222.52596730689197
206.12916028065732,207.12916028065732,205.12916028065732,196.03952791693257,199.03952791693257,193.03952791693257,119.38940167986634,121.38940167986634,117.38940167986634,173.94617964182186,175.94617964182186,171.94617964182186,220.7276888956323,222.7276888956323,218.7276888956323
207.62213943921788,210.62213943921788,204.62213943921788,197.72710391129777,200.72710391129777,194.72710391129777,116.61768343547105,119.61768343547105,113.61768343547105,172.35907175706697,173.35907175706697,171.35907175706697,221.9997546775038,224.9997546775038,218.9997546775038
209.79335263557496,210.79335263557496,208.79335263557496,197.0739744395129,198.0739744395129,196.0739744395129,123.03112621441716,126.03112621441716,120.03112621441716,171.26306006961448,172.26306006961448,170.26306006961448,223.47352287816992,225.47352287816992,221.47352287816992
211.45228897446694,214.45228897446694,208.45228897446694,199.5025793428495,201.5025793428495,197.5025793428495,117.01667947278905,120.01667947278905,114.01667947278905,172.34718480345893,174.34718480345893,170.34718480345893,225.86204369260085,228.86204369260085,222.86204369260085
210.28817334404718,212.28817334404718,208.28817334404718,201.16469558145718,202.16469558145718,200.16469558145718,121.64326311182235,123.64326311182235,119.64326311182235,171.2286654481089,173.2286654481089,169.2286654481089,224.49265172190275,227.49265172190275,221.49265172190275
210.32732685792044,212.32732685792044,208.32732685792044,199.17311193580733,202.17311193580733,196.17311193580733,119.41848164983097,122.41848164983097,116.41848164983097,171.79547909185092,174.79547909185092,168.79547909185092,223.59466072201732,226.59466072201732,220.59466072201732
210.05484147391894,213.05484147391894,207.05484147391894,192.7492893724404,194.7492893724404,190.7492893724404,121.14019093651015,122.14019093651015,120.14019093651015,172.02524821725638,175.02524821725638,169.02524821725638,216.60881691172423,218.60881691172423,214.60881691172423
211.1022735510449,213.1022735510449,209.1022735510449,193.3605732338114,196.3605732338114,190.3605732338114,120.24526109754768,123.24526109754768,117.24526109754768,171.7364342387489,172.7364342387489,170.7364342387489,218.50573403547332,219.50573403547332,217.50573403547332
208.8694807280713,209.8694807280713,207.8694807280713,191.02766387260542,194.02766387260542,188.02766387260542,117.57945549832817,120.57945549832817,114.57945549832817,168.1101012742338,171.1101012742338,165.1101012742338,216.08822050243617,219.08822050243617,213.08822050243617
207.49932602974252,208.49932602974252,206.49932602974252,190.55885605754102,193.55885605754102,187.55885605754102,117.97415864217488,119.97415864217488,115.97415864217488,166.9200777510291,168.9200777510291,164.9200777510291,216.49693530762377,217.49693530762377,215.49693530762377
205.38544886374027,208.38544886374027,202.38544886374027,189.50142874391682,192.50142874391682,186.50142874391682,119.3853866421723,122.3853866421723,116.3853866421723,168.7873344313256,169.7873344313256,167.7873344313256,217.25373374897873,220.25373374897873,214.25373374897873
206.34982839817837,208.34982839817837,204.34982839817837,191.7646495076884,193.7646495076884,189.7646495076884,115.02001391474214,116.02001391474214,114.02001391474214,167.6035463479777,169.6035463479777,165.6035463479777,218.56947597372,219.56947597372,217.56947597372
204.2821373310422,205.2821373310422,203.2821373310422,192.03921064211977,194.03921064211977,190.03921064211977,122.28836646135998,124.28836646135998,120.28836646135998,166.30391216737988,169.30391216737988,163.30391216737988,220.06400993243506,223.06400993243506,217.06400993243506
205.2857807785242,208.2857807785242,202.2857807785242,190.9055777009597,192.9055777009597,188.9055777009597,111.97473460099349,113.97473460099349,109.97473460099349,164.45418431047526,166.45418431047526,162.45418431047526,218.6418497812452,220.6418497812452,216.6418497812452
203.40784252721997,206.40784252721997,200.40784252721997,198.33269540957787,201.33269540957787,195.33269540957787,121.43343412690771,124.43343412690771,118.43343412690771,164.72834923518033,165.72834923518033,163.72834923518033,228.69106051161654,230.69106051161654,226.69106051161654
204.43470626343475,207.43470626343475,201.43470626343475,196.78748358905008,199.78748358905008,193.78748358905008,113.766376450669,116.766376450669,110.766376450669,164.60570523675588,167.60570523675588,161.60570523675588,227.50617722545556,230.50617722545556,224.50617722545556
206.4507894546822,208.4507894546822,204.4507894546822,197.89164043875982,198.89164043875982,196.89164043875982,121.1619010004018,124.1619010004018,118.1619010004018,166.01221722748133,169.01221722748133,163.01221722748133,226.3642853252612,229.3642853252612,223.3642853252612
209.08856963498914,210.08856963498914,208.08856963498914,195.9828878759687,197.9828878759687,193.9828878759687,116.90530147992497,118.90530147992497,114.90530147992497,166.19279938294372,169.19279938294372,163.19279938294372,228.12831170678436,230.12831170678436,226.12831170678436
206.90430108302814,208.90430108302814,204.90430108302814,195.87166613283796,196.87166613283796,194.87166613283796,120.65740491197731,123.65740491197731,117.65740491197731,167.71282652118396,169.71282652118396,165.71282652118396,230.0975756630818,231.0975756630818,229.0975756630818
205.6015947694107,207.6015947694107,203.6015947694107,195.22464353263294,198.22464353263294,192.22464353263294,115.02497190748203,116.02497190748203,114.02497190748203,169.3287946904155,172.3287946904155,166.3287946904155,231.01207747592247,234.01207747592247,228.01207747592247
201.978793848056,203.978793848056,199.978793848056,194.47977071236232,197.47977071236232,191.47977071236232,119.53960799794557,121.53960799794557,117.53960799794557,165.5300824547336,166.5300824547336,164.5300824547336,231.78719940832727,232.78719940832727,230.78719940832727
